review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text
1154,GSK,Healthcare,Senior qc analyst,2025-11-02,4.0,"Best benefits, lot of learning opportunities",Nothing to say about it
1155,Roche,Healthcare,Global d&i manager,2025-11-07,5.0,Amazing 401k match plus more.,You have to be willing to relocate to Switzerland to be successful as you continue to advance past the Sr. Manager level.
1156,Pfizer,Healthcare,Senior manager data analyst,2025-08-25,4.0,hybrid work week and a nice team,initial training was lacking on most jobs
1157,GSK,Healthcare,Local delivery lead,2025-03-10,5.0,Great company culture especially for working parents. Incredible maternity and paternity leave. Family first mentality. Lots of opportunities for personal development and advancement,Change is almost constant. GSK values continuous improvement but the changes are so frequent it's hard to adapt and perform day to day work when you're constantly having to learn new platforms and processes.
1158,Boston Scientific,Healthcare,Manufacturing engineer i,2025-10-09,3.0,Good training and support systems.,Advancement will be slow. Expect to spend 3 to 4 years with no title change and very little salary growth
1159,GSK,Healthcare,Scientific leader,2025-10-29,5.0,Great Company to work for,I do not have anything negative to say.
1160,Pfizer,Healthcare,Sales,2025-10-29,4.0,Solid company Great opportunities. Lots of experienced people to learn from.,Very large. Get lost easy
1161,GSK,Healthcare,Manager,2025-04-09,3.0,"Benefits including medical, 401k and time off. Good salary.",Toxic workplace. Employee Evaluations included wording on how an individual was performing relative to their peers such as at a level above or at a level below.
1162,GSK,Healthcare,Associate director,2025-03-14,5.0,"Benefits, work life balance, pay",Return to work police not aligned with organization and travel limitations
1163,Boston Scientific,Healthcare,Human resources,2025-01-23,4.0,Benefits Pto’s Perks 401k ESOP Daycare,"this is the most toxic workplace. Reeks of passive aggressive attitudes and entitled tenured grandpas and grandmas. Peers seem friendly but are manipulative, and petty. Some despite’ being tenured are clueless on company policies and “director “ titles make up for the sheer ignorance. Being in a people driven role, you are treated badly by internal leadership and employees, on certain situations. Leaders are reactive versus being mature. The benchmarking and data belongs to the 18th century and somehow is never competitive or accurate. Everyone is seemingly a part of project but outcomes are never tangible. TA onboarding operations all play to their own tunes and everyone seems disconnected."
1164,Pfizer,Healthcare,Product manager,2025-07-30,4.0,Smart coworkers who are passionate about what they do,Constant reorgs and prioritization exercises
1165,Johnson & Johnson,Healthcare,Case manager,2025-08-08,2.0,Great benefits. They have great policies and procedures.,Poor management in the PSC Johnson & Johnson. They have no knowledge on how to run a pharmacy hub. They are unorganized and they throw unrealistic work on the employees. People call out every day due to the stress from management. They don’t investigate or hold leadership accountable. Disability employees are not respected and denied resources to allow them to be successful. Not an equal opportunity work place
1166,Pfizer,Healthcare,Sales,2025-10-29,4.0,Solid company Great opportunities. Lots of experienced people to learn from.,Very large. Get lost easy
1167,Johnson & Johnson,Healthcare,Sound engineer,2025-10-01,4.0,Good Support Intent Review Control,Persistent Demanding Heavy Hourly Full time
1168,Boston Scientific,Healthcare,Senior financial analyst,2025-06-23,4.0,Work Life Balance Compensation Interesting Work Company Mission Company Leadership,Opportunities for Advancement are lacking
1169,Pfizer,Healthcare,Sr. director,2025-11-17,3.0,Great long term benefits if you have been here for over 15 years. Great work life balance.,"There is absolutely zero reason for joining this company. None. Unless you want the brand on your resume. Constant reorg, and I mean constant. On average, have had a new division lead every 12 months. Operational model keeps changing. Stock goes nowhere but south. People with no business leading people are made senior leaders, Others are let go, both with little advance notice."
1170,Roche,Healthcare,Staff software engineer,2025-05-30,3.0,Long term projects and benefits were good,nothing specific to mention in my personal experience
1171,Roche,Healthcare,Cyber security sme,2024-01-11,2.0,The benefits were awesome. I used the maternity leave and I really appreciated being out for 12 weeks instead of the traditional 6 weeks. I'm guessing this is because they are not a U.S. originated company. I also had the opportunity to work with really smart people.,"My manager was a Shared Services manager with no concept of IT or Security so she was not able to give me the support I needed to understand and collaborate on my role responsibilities. As a result, she managed based on meaningless tasks and how many hours she could get me to spend on them. She didn't understand that 10+ programs was too many for 1 person to fully understand, and maintain. Security was not centralized within the company so different departments were doing different things with no collaboration. Security was not taken seriously. Managers wanted to do the least and have me sign off on whatever. I had numerous privacy concerns that were part of their minimum security requirements that were not addressed. The company hasn't adopted a framework they plan to stick to. Overall, I felt like the fall person for when they eventually have a major breach or fall out with some privacy law like GDPR."
1172,Roche,Healthcare,Anonymous employee,2025-03-11,4.0,"Good benefits package overall, you hire in with 3 weeks vacation.",Work-life balance can be challenging at times.
1173,Pfizer,Healthcare,Sales representative,2025-10-06,3.0,Freedom to control daily activity,Not competing salary and bonus
1174,Mayo Clinic,Healthcare,Nurse,2025-09-22,4.0,Great place to gain experience as an already established RN.,"There are soooo many support teams there, which is wonderful, until you leave and get thrown back into real life nursing."
1175,Pfizer,Healthcare,Anonymous employee,2025-07-21,5.0,great place to work to make vaccines,Not that I know of
1176,Roche,Healthcare,Research scientist,2025-10-14,5.0,"WLB, good science, great location, good people","Not well run, too many projects"
1177,Mayo Clinic,Healthcare,Clinical specialty representative,2025-10-06,4.0,Benefits are good & corporate culture,healthcare insurance limited outside Rochester limited resources
1178,Johnson & Johnson,Healthcare,Gold associate,2025-10-01,4.0,- Opportunity to expereince three new jobs and network across the company,- Have to move around every 9 months
1179,Pfizer,Healthcare,Senior level,2025-04-29,2.0,"Big company’s benefits, infrastructure, nice campus and facilities","Key focus areas include financial gain and short-term objectives, with a lack of emphasis on long-term strategies and insufficient expertise in discovery and development. The business model relies heavily on licensing agreements. Consequently, the organization undergoes frequent reorganizations and layoffs, and struggles with competency gaps. Management appointments are often influenced by personal connections rather than merit. Ineffective people management, limited experience, and a lack of management training programs and growth opportunities are also evident. Moreover, favoritism and discrimination against non-Asian nationalities are significant concerns."
1180,Boston Scientific,Healthcare,Scrum master,2025-07-23,5.0,This industry has been stable where other industries right now are experiencing layoffs. Great work life balance. You can take ownership of your career and upskill to get positions that accelerate your career growth.,Base Pay not as competitive as other companies. Not as many perks like RSUs or free food.
1181,Mayo Clinic,Healthcare,Resident physician,2025-10-02,5.0,Nice work environment and great people,Location is peaceful but as much to do as big cities
1182,Mayo Clinic,Healthcare,Senior program coordinator,2025-06-25,4.0,"Mayo Clinic is a great institution to gain knowledge of clinical research. This position exposes you to many different industries and tasks that overall, make you a better research manager",Lacks a clear pathway for promotion.
1183,Johnson & Johnson,Healthcare,Account manager,2025-10-29,5.0,"Great culture, benefits, and pay",No negative things to say
1184,Pfizer,Healthcare,Marketing director,2025-09-03,3.0,"Autonomy
Great work life balance","Frequent layoffs
Limited opportunities to advance"
1185,Pfizer,Healthcare,Ehs specialist,2025-10-01,3.0,"Benefits, coworkers, facilities are being upgraded.","Salary below industry average, work-life balance, ability to facilitate change, facilities are old and at least a decade overdue for renovation, communication from management, employee morale."
1186,Roche,Healthcare,Global d&i manager,2025-11-07,5.0,Amazing 401k match plus more.,You have to be willing to relocate to Switzerland to be successful as you continue to advance past the Sr. Manager level.
1187,GSK,Healthcare,Senior qc analyst,2025-11-02,4.0,"Best benefits, lot of learning opportunities",Nothing to say about it
1188,GSK,Healthcare,Assoc. director,2025-07-15,5.0,"Good Benefits
Diverse Culture
Stability",Lack of Skilled Management in the Site Leadership
1189,GSK,Healthcare,Scientist,2025-07-19,5.0,Great experience! Would recommend to anyone else,No cons come to mind
1190,Boston Scientific,Healthcare,Anonymous employee,2025-11-04,1.0,"Good benefits, decent pay, good cafeteria","Lousy training, overburdened trainers, toxic behavior from pc, lousy communication"
1191,Johnson & Johnson,Healthcare,Car-t manufacturing operator,2025-11-05,2.0,"Good for new grads 500 for health and wellness great benefits such as vacation, float holidays, personal time, leave, and volunteer time If you join at a good time, you can get promoted a little faster, but the future doesn't look promising for that.","If you have some experience, consider going somewhere else; nothing much to learn. Unless you're willing to wait your time and move up, but remember, there are so many people trying to get out of this position. 1 year and 8 months before you can be promoted or switch roles. Basically, you have to jump hoops to get promoted, as you not only have to go above and beyond in your job but also pick up extra projects. Depending on what process day you are in, there is a vast difference in schedules, such as the amount of time in the C space environment."
1192,Mayo Clinic,Healthcare,Patient care assistant (pca),2025-04-30,2.0,- Well staffed - Work load as an ICU PCA was always manageable - Clean and well kept,"If you're a PCA, don't apply at their ICU. They bulk hire PCAs without telling you you'll be a glorified float/sitter pool. RN staffing is super good so they have little use for axillary assistance. I was told I'd have a ""small"" float role which ensued for long periods of time (I wouldn't see the ICU for months, consistently). This is an ongoing issue that has gone on for years. If you want actual critical care experience, go literally anywhere else in Phoenix! There are many other issues in the ICU here as a PCA, but just know if you take this advice you'll dodge a bullet."
1193,Pfizer,Healthcare,Senior leader,2025-04-06,1.0,"No pros, just a lot of cons, specially at this site. All older employees have their kids and family working in other departments. The number of politics at this facility is nonsensical and highly toxic due to legacy employees. Every SLT member has a son or daughter working in the company and by passing processes. doing nothing and minting money. Management is toxic within the plant and specially above site. They have layoffs every other year so everyone lives in fear. During my time there did not meet one single person who has any good thing to say about anything.","Perhaps they get the award for being the the most miserable vial work environment for all levels in the organization, High attrition rates and low pay are the hallmarks, new employees dont see their supervisors for weeks. The previous site head was a unprofessional coward and a racist leader. Created an enviroment of fear, favoritism, and nepotism, He was endorsed by his superiors so this is company culture. I dont think there are any good people there, majority are incompetent people who now have their children and family working here too."
1194,Johnson & Johnson,Healthcare,Medical science liaison (msl),2025-03-10,2.0,It’s a job. There is decent market stability,"Comparative to the market, the compensation package is Mediocre for their asks. Salary ends up being much less than they state, after considering: uncompensated industry-standard reimbursement, excessive taxing of anything they consider a benefit and the 3 year cliff on the total package comps (stocks, match, etc). The company normalizes checking emails and answering texts during vacation. Always on culture, no downtime between conferences and field work. The company recently changed metrics and treats the MSL team like sales— prioritizing specific sales focused data. They have every TA team working with the same data and having the same targets. There is excessive priority given to ‘falling in line’ over skills and talent. Be ready to give up your life meeting the job demands for ungrateful leadership. The organization operates like a private high school sports team. Sure, there a few good players here and there, but most of them are C players with a superiority complex. This is a culture of mediocrity and stagnation."
1195,Roche,Healthcare,Cyber security sme,2024-01-11,2.0,The benefits were awesome. I used the maternity leave and I really appreciated being out for 12 weeks instead of the traditional 6 weeks. I'm guessing this is because they are not a U.S. originated company. I also had the opportunity to work with really smart people.,"My manager was a Shared Services manager with no concept of IT or Security so she was not able to give me the support I needed to understand and collaborate on my role responsibilities. As a result, she managed based on meaningless tasks and how many hours she could get me to spend on them. She didn't understand that 10+ programs was too many for 1 person to fully understand, and maintain. Security was not centralized within the company so different departments were doing different things with no collaboration. Security was not taken seriously. Managers wanted to do the least and have me sign off on whatever. I had numerous privacy concerns that were part of their minimum security requirements that were not addressed. The company hasn't adopted a framework they plan to stick to. Overall, I felt like the fall person for when they eventually have a major breach or fall out with some privacy law like GDPR."
1196,Johnson & Johnson,Healthcare,Senior r&d engineer,2025-10-16,3.0,"Great company Great benefits, A lot of resources available","Career growth super slow, promotion process takes forever"
1197,Mayo Clinic,Healthcare,Manager,2025-07-11,5.0,"The needs of the patient come first! I feel surrounded by brilliant people who care about the right goals in healthcare, and that makes it easy to come to work every day.",Laser focus on metrics and the microscope for administrators leading to high turnover is understandable in this difficult climate for hospitals but puts our unique culture at risk.
1198,GSK,Healthcare,Senior manager,2025-08-20,4.0,"Good work life balance
Good benefits","too much outsourcing
not much growth opportunity in Europe or North America"
1199,GSK,Healthcare,Director,2025-03-18,4.0,Good leadership and development opportunities,Strong decision making is lacking
1200,Roche,Healthcare,Communications manager,2025-10-14,1.0,A couple of good people in the mix.,Really backwards environment to work in.
1201,Boston Scientific,Healthcare,Manufacturing engineer i,2025-10-09,3.0,Good training and support systems.,Advancement will be slow. Expect to spend 3 to 4 years with no title change and very little salary growth
1202,Roche,Healthcare,Project manager,2025-07-13,5.0,Great benefits and good teams.,Bureaucracy can get in the way of progress sometimes.
1203,Pfizer,Healthcare,Anonymous employee,2025-10-07,3.0,Good people to work. You can gain knowledge from the seniors.,Don't think about the promotions.
1204,Pfizer,Healthcare,Scientist,2025-11-07,3.0,"good systematic training, and WLB",limited career development and job stability
1205,Mayo Clinic,Healthcare,Associate clinical research coordinator,2025-09-23,4.0,"Coworkers, training, plenty of growth opportunity","Lots of favoritism, can get toxic"
1206,Boston Scientific,Healthcare,Anonymous employee,2025-11-04,1.0,"Good benefits, decent pay, good cafeteria","Lousy training, overburdened trainers, toxic behavior from pc, lousy communication"
1207,Roche,Healthcare,Anonymous employee,2025-10-07,4.0,"Really good benefits and if you have a. Good boss and team, it’s a great palce to work",Sometimes rigid and not open to change
1208,Pfizer,Healthcare,Senior associate scientist,2025-11-06,3.0,"Collaborative departments, able to learn lot. Good exposure in cooperate pharma","Takes long for promotions even you prove yourself, difficult to crack politics."
1209,Boston Scientific,Healthcare,Sr. r&d engineer,2025-08-21,4.0,Work culture is better than most places. Work-life balance. Most are friendly.,Don't work in the Valencia site. They are downsizing.
1210,Boston Scientific,Healthcare,Process development engineer,2025-07-28,4.0,"Good people, oppurtunities to advance, promote high personal ethics","Beauracracy, internal gossip, project management"
1211,Boston Scientific,Healthcare,R&d engineer,2025-07-09,4.0,"reliable benefits, good office environment","unexpected layoffs, not an ideal location"
1212,GSK,Healthcare,Sr financial analyst,2025-05-08,3.0,Very nice environment and benefits,Lack of opportunities and a lot of lip service around diversity but no real actions
1213,Johnson & Johnson,Healthcare,Tech lead,2025-09-26,3.0,"Great technology, interesting people, and great pay",Very process heavy (red tape) and this can be frustrating and slow software development release cycles
1214,GSK,Healthcare,Mba intern,2025-09-30,4.0,Great culture and good company to work for,lack of incentives both monetary and advancement
1215,GSK,Healthcare,Market access director,2025-07-28,4.0,"benefits, culture, team, development and career growth opportunities long term",many layers and too much time spent on ways of working
1216,GSK,Healthcare,Assoc. director,2025-07-15,5.0,"Good Benefits
Diverse Culture
Stability",Lack of Skilled Management in the Site Leadership
1217,Pfizer,Healthcare,Health and science specialist,2025-10-21,5.0,Great company - excellent benefits,No cons to report at the moment
1218,Boston Scientific,Healthcare,Process engineer ii,2025-07-07,4.0,"Work life balance, smart people, cool products.","Slow career growth, stressful project timelines, low salaries with the caveat of good work life balance"
1219,Johnson & Johnson,Healthcare,Sales associate,2025-09-15,5.0,None at all really at all,Everyone works at a really fast pace
1220,GSK,Healthcare,Regulatory manager,2024-09-14,3.0,"Decent benefits, similar to most large pharma. Lots of folks with great experience hybrid model 2 day on-site, site attendance reports sent to managers Lots of opportunity to learn since there is plenty of work and product experience internally Have seen people get promoted internally Recognition money awards for doing great work",things move at lightning speed with not enough resources and too many initiatives politics on remote work (some people got remote work accepted post-pandemic and others didn't who had similar reasons) some LT does not understand the complexity of workloads since they are delegating tasks and not doing the actual work
1221,GSK,Healthcare,Lab it engineer,2025-03-14,4.0,Good benefits Respectful work life balance,Complex work environment Difficult to implement change
1222,Mayo Clinic,Healthcare,Product owner,2025-08-23,5.0,Great growth opportunity and job security,Current area hiring a lot of external leadership who do not come from healthcare backgrounds to lead digital care
1223,Pfizer,Healthcare,Principal scientist,2025-07-18,4.0,"flexible work hours, good benefits",high pressure. light speed timeline
1224,Pfizer,Healthcare,Manager,2025-08-03,3.0,"Big company, good flexibility, nice buildings.","Bad leadership, so many disparities amongst colleague's benefits."
1225,Johnson & Johnson,Healthcare,Team lead,2025-09-26,5.0,Good work life balance overall,Moving up can be a bit challenging since you rely heavily on networking rather than skills.
1226,Roche,Healthcare,Senior r&d manager,2025-06-14,5.0,"Highly skilled workforce, especially if you expand your network outside of your particular work site. European headquartered company brings much greater emphasis to valuing their employees professional growth and work/life balance than the typical Silicon Valley employer.","Fairly siloed (Research/Development/Manufacturing/Customer Support/Sales/Marketing), and can be difficult getting to know who the key players are and what they do. Lots of process that can bog projects down. Changing/unclear business strategies can add unnecessary years on to projects."
1227,Roche,Healthcare,Rfp coordinator,2025-04-15,5.0,Great company to work for Company with a positive impact Well managed Good culture,"None, don’t have any negative feedback"
1228,Boston Scientific,Healthcare,Program manager,2025-10-27,5.0,Awesome place to work with a fabulous culture.,"None at this time, things are great."
1229,GSK,Healthcare,Associate director,2025-08-20,4.0,Great culture and purpose. Vaccine division is fast pace and strives for innovation/drug development.,Company has been through several reorganization. Need to strengthen pipeline and output.
1230,Boston Scientific,Healthcare,Clinical specialist,2025-09-25,3.0,"Flexibility, autonomy, Mangement did not micromanage","Communication about direction of the business was lacking, inconsistent messaging from senior leadership."
1231,Roche,Healthcare,Anonymous employee,2025-06-06,4.0,opportunities are there you have to seek it and network,overall pay is less for the bay area (but that may be all non-tech jobs)
1232,Pfizer,Healthcare,Sr data manager,2025-09-22,4.0,Good work life balance and reputation.,Can be easily lost in massive company especially with poor management.
1233,GSK,Healthcare,Associate scientist,2025-06-05,5.0,love working at this company,make slightly less than other companies in the industry
1234,GSK,Healthcare,Senior clinical research associate,2025-05-29,5.0,Fantastic benefits and good work culture,There are no cons with this company.
1235,GSK,Healthcare,Marketing manager,2025-04-10,4.0,"Very focused on development, supportive of moving around to different roles, great benefits","Constant change at senior management levels, advancement is very political"
1236,GSK,Healthcare,Associate scientist,2025-05-24,2.0,"As a global corporation, there is a wide network of people and resources to access for biotech needs (e.g. sterility assurance specialists, material science experts, quality assurance oversight, etc.). Typically, money and/or budgets are not a huge concern either.","Despite GSK's large network, it is remarkably disorganized and chaotic. Leadership frequently makes decisions/plans and then changes said plans within a few months. Employees have to regularly pivot with all the changes and have little to no say about the changes."
1237,Pfizer,Healthcare,Sales representative,2025-10-06,3.0,Freedom to control daily activity,Not competing salary and bonus
1238,GSK,Healthcare,Senior data scientist,2025-03-15,4.0,"Diverse projects, a lot of data, a lot of room to prove yourself and learn",Timezones can be challenging with the global team
1239,Boston Scientific,Healthcare,Quality engineer 2,2025-07-16,4.0,Great people to collaborate with and very friendly. Excellent work life balance.,Promotions are not very clear and pay is on the lower side based on market standards.
1240,Mayo Clinic,Healthcare,Sales manager,2025-09-30,5.0,"Mission driven, growth opportunities, benefits",Competitive pay in the market
1241,Roche,Healthcare,Sre/devops engineer,2025-07-13,1.0,Used to be a good company to work for,"Politics , Politics , Politics. WLB -- what is that , Managers grinding employees to the ground and had to fire to keep getting sued"
1242,Pfizer,Healthcare,Global leader,2025-09-17,5.0,- Great pay and learning opportunities,- Can be bureactratic at times
1243,Pfizer,Healthcare,Anonymous employee,2025-07-22,4.0,Great colleagues and opportunities. Care very much about the work they provide.,No thoughts come to my mind.
1244,Pfizer,Healthcare,Sr. scientist,2025-09-03,4.0,Lots of resources and access to new technologies,A bit slow with decisions making process
1245,GSK,Healthcare,Sr aiml engineer,2025-04-01,4.0,Good work-life balance. Medical benefits are pretty solid.,No equity or stock options for entry-level positions. Senior positions get some stock but vesting time is 3 years. Managers tend to be very inexperienced and cliquey.
1246,Pfizer,Healthcare,Director,2025-10-07,4.0,I had a great experience as it was very amazing. Everyone was really great. I love you so,I wish they were more able to take a risk
1247,GSK,Healthcare,Team leader,2025-06-26,5.0,"Great work life balance, culture, passion, and talented people.",Too much to do with not enough resource.
1248,Pfizer,Healthcare,Anonymous employee,2025-10-31,4.0,Good benefits and workplace culture,Too many layoffs and reorgs
1249,GSK,Healthcare,Deviation investigation writer,2025-03-18,5.0,Room for development and advancement,Limited support from management to address corrective actions
1250,Roche,Healthcare,Clinical data manager,2025-10-01,1.0,"Good benefits, PTO, unlimited sick time","Roche Tissue Diagnostics really underpays in multiple roles/functions/levels. It's actually embarrassing coming from a top-tier big pharma company. I'm getting poached by recruiters for a CDM and PM role (two) at very low hourly rates. It's shocking how low these rates are considering the responsibilities for the role itself. I know firsthand what encompasses the daily life/work involved and it's wearing 'multiple hats' nonstop in very fast-paced deliverables and multiple projects, including in-house studies. So these low $30/hr rates for a CDM is not OK and is not industry-standard."
1251,Mayo Clinic,Healthcare,Sonographer,2025-08-21,3.0,"Lots of education from peers and physicians. They give you lots of free food to forget about how underpaid you are. This review is based on if you’re not a physician, the quality of life for physicians and exempt staff is exceptionally better than for hourly staff. The patient care can be better but also can be worse than other hospitals but the communication between consultants and support staff is objectively better here than other places I’ve been.","Low pay, horrible insurance, low PTO in comparison with other hospitals. Retirement benefits are meh, it’s a 2.5% 403b match (50% on 5%), the 401a/pension is an embarrassment and honestly isn’t worth your time unless you’re starting out young and planning on dying here and living in a trailer during retirement. Also with it being such a large hospital, opportunities for career growth and advancement are quite limited. They stick you in one role and that’s literally all you do. There are also almost no options for education, you have to do their arbitrary career investment program where you literally write a paragraph and they arbitrarily decide if they will fund your education or not. The long short, come here to learn then leave. If you’ve stayed here past four years you’ve been impacted by wage compression where new hires are making more."
1252,GSK,Healthcare,Market access director,2025-07-28,4.0,"benefits, culture, team, development and career growth opportunities long term",many layers and too much time spent on ways of working
1253,Johnson & Johnson,Healthcare,Supply chain co-op,2025-10-15,5.0,"Great educational and growth opportunities, fantastic people, great pay, one of a kind culture (in a good way)",Can be hard to find a full-time job after a co-op
1254,Boston Scientific,Healthcare,Anonymous employee,2025-11-04,1.0,"Good benefits, decent pay, good cafeteria","Lousy training, overburdened trainers, toxic behavior from pc, lousy communication"
1255,Johnson & Johnson,Healthcare,Operations manager,2025-11-12,1.0,Global company. Multi City company,"J&J has in its CREDO that one of its responsibilities is with the employees. It says “They must have a sense of security, fulfillment and purpose in their jobs... We must support the health and well-being of our employees and help them fulfill their family and other personal responsibilities. Nothing farther from the true!! It’s a lie. After 15 years with J&J and been a single mother I was impacted by a “restructuring” and lost my job. After having Exceed in more than one consecutive year on the performance review I cannot even get thru screening on roles at the same level as I was (manager) even though I have related experiences. It is hurtful that the company you loved and dedicated years of life see you as just a number and get rid of you without caring…not even a little. Unbelievable. I feel betrayed and fooled."
1256,Pfizer,Healthcare,Finance manager,2025-10-22,5.0,People and culture are the best here,There really isn’t much to say here
1257,GSK,Healthcare,Senior principal scientist,2025-05-17,5.0,"Good job security, lots of learning opportunities.","Low vertical mobility, slow adaptability."
1258,GSK,Healthcare,Manager,2025-05-20,4.0,"Good benefits, time off, flexibility",Slow progression if you remain in role too long
1259,Boston Scientific,Healthcare,Crm field representative,2025-02-13,5.0,The training and field experience has been great. The teams I've been placed with have outstanding knowledge of CRM material and knowing the heart in and out. BS is a great company and work environment overall.,"The only con I have isn't necessarily with the company its just part of the employment status as a Per Diem. That's getting the proper time to work independently to really learn the trade. Also, there are no guarantees to get a full-time position if that's what your goal is it's up to timing and what the manager feels in the end so a good bit of unknowns with the per diem gig at least."
1260,Boston Scientific,Healthcare,Clinical specialist,2025-08-05,4.0,"Initial training was fantastic. Great, life changing products. Reasonable expectations and managers. Awesome benefits and PTO.",Management is cliquey and not at a certain point you have to leave the company if you want to find advancement.
1261,Roche,Healthcare,Business analyst,2025-03-23,3.0,"Being a European company, the culture is decent, with immediate managers being nice","Mid-level management has let the waves steer the ship, with no sense of direction, or taking the blame for the state of things"
1262,Pfizer,Healthcare,Documentation specialist,2025-10-20,3.0,Have great wellness program Generous PTO,expensive health insurance benefits (co-insurance)- covers nothing until you meet a high deductible
1263,Johnson & Johnson,Healthcare,Sales representative,2025-11-03,5.0,Company car Market-leading technology Expense account,sometimes can be slow to change Aggressive sales goals
1264,Boston Scientific,Healthcare,Territory manager,2025-10-28,3.0,"They hire great people, lots of resources","Long line to get promoted to management, tough work life balance"
1265,Johnson & Johnson,Healthcare,Aplication developer,2025-11-05,5.0,Nice place to work nice pay,Nothing bad I can think of
1266,Pfizer,Healthcare,Principal scientist,2025-07-18,4.0,"flexible work hours, good benefits",high pressure. light speed timeline
1267,Boston Scientific,Healthcare,Field clinical representative,2025-09-08,1.0,None. Terrible overall experience. Promoting the wrong people,I had a manger run off an entire team and that individual was promoted. Terrible environment that ruined the entire company for me.
1268,GSK,Healthcare,Finance manager,2025-10-01,3.0,Good teamwork and interesting work,A lot of changes and reorganization
1269,Boston Scientific,Healthcare,Anonymous employee,2025-09-28,1.0,"Speaking about the HQ in Marlborough, specifically Endo - it’s a great place to work if you are a white American or white European: opportunities, preference, first in line for promotions","They will make you miserable if you are not a white American. Lots of micro aggressions, zero opportunities and zero recognition/promotions. They will prioritize white folks. They pride themselves of being diverse and inclusive - that’s just propaganda, only words."
1270,Mayo Clinic,Healthcare,Laboratory technician,2025-11-13,5.0,"Highly efficient, lots of engagement and asking employees how to improve work environment, took things seriously and wanted the best for all employees. They cross all T's and dot all I's",not much. The timechart system wasnt my favorite
1271,Johnson & Johnson,Healthcare,Gold associate,2025-10-01,4.0,- Opportunity to expereince three new jobs and network across the company,- Have to move around every 9 months
1272,Roche,Healthcare,Anonymous employee,2025-08-12,4.0,Mission. Purpose. Competitive compensation and benefits.,"Toxic leaders are tolerated. P&C interventions for abusive leaders are minimal/ineffective. If you have a toxic manager, there really isn't anything you can do about it other than move to another team or leave the company. Career progression is limited (because most people stay at Roche for a long time, there aren't many openings higher up)."
1273,Boston Scientific,Healthcare,Principal manager,2025-08-16,4.0,Culture is great. CEO and team are inspiring and competent. Great work-life balance. Passionate and dedicated people,Limited growth opportunities. People spend years and years on same level. Ok for some people. Not to much for others
1274,Roche,Healthcare,Software engineer,2025-07-19,3.0,"They have instituted the Roche European culture, in that the rules and training emphasize good teams, good behaviour, inclusiveness. Good remuneration. Apolitical.","Management comes out of Europe, so expect to reach a limit on your role if you can’t move easily. The old guard runs the location, so you have to be careful to stay on the right side of everyone. Expect to be delivered reorganizational news with little to no notification, and although I mentioned adopting European values, this does NOT apply to your US employment which remains at-will, so those European and global decisions will be applied without a second thought. Don’t expect your loyalty or at least commitment to count for anything but dollars."
1275,Roche,Healthcare,Anonymous employee,2025-10-07,4.0,"Really good benefits and if you have a. Good boss and team, it’s a great palce to work",Sometimes rigid and not open to change
1276,GSK,Healthcare,Senior scientist i,2025-04-18,4.0,Big company with lots of experts,Things take a lot of time
1277,Boston Scientific,Healthcare,Clinical specialist,2025-09-25,3.0,"Flexibility, autonomy, Mangement did not micromanage","Communication about direction of the business was lacking, inconsistent messaging from senior leadership."
1278,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-13,5.0,"Good pay, benefits, and equity for top performers",Highly structured and process oriented in leadership style
1279,Pfizer,Healthcare,Associate scientist,2025-10-04,3.0,Good culture in hard times,Bad pay in comparison to industry
1280,Boston Scientific,Healthcare,Manager,2025-05-02,3.0,CEO is awesome. Bonus and pay is decent for roles. Some administrative roles pay too much though. Some divisional folks have expertise that are valuable.,"Corporate folks in Boston lack expertise and take large salaries. HR recruiment lacks ability to bring good candidates. Love the CEO but he did allow an unvetted runaway train with DEI... which became an individualized concept of a selfish few with an agenda to be forced upon the whole company. Company appeared to sell DEI, and not well, instead of medIcal devices. Subtantive work suffered due to it. It's odd anyone would think the agenda makes sense for business. Hopefully they get back on track. Social issues are best left out of the main business agenda unless the business goal is to solve them."
1281,Boston Scientific,Healthcare,Program manager,2025-10-27,5.0,Awesome place to work with a fabulous culture.,"None at this time, things are great."
1282,Roche,Healthcare,Anonymous employee,2025-09-11,4.0,"Meaningful work, smart colleagues, decent stability, interesting to see interplay between Roche family companies",Some systems still catching up to scale. Hierarchical (in line with other large companies)
1283,Pfizer,Healthcare,Anonymous employee,2025-10-07,3.0,Good people to work. You can gain knowledge from the seniors.,Don't think about the promotions.
1284,Boston Scientific,Healthcare,Process engineer i,2025-08-18,5.0,Supportive culture and overall great company,Honestly nothing bad to report so far
1285,Johnson & Johnson,Healthcare,Quality engineer,2025-11-05,5.0,Lots of career development resources for a junior engineer. Supportive leaders.,"Climbing the career ladder is not easy when you try to progress to a higher role, like a senior engieer."
1286,Pfizer,Healthcare,Director,2025-06-20,3.0,Good pay and benefits. Great personnel in the Bothell facility. Always helpful.,Unknown direction with Pfizer takeover. Meshing of two very different cultures.
1287,Mayo Clinic,Healthcare,Senior business analyst,2025-02-19,5.0,The overall talent of colleagues - Core values centered around putting the needs of patients first - Collaboration within and across teams,"Due to the size of the organization, your individual impact can feel minimal. Leadership messaging is not always clear in outlining how certain initiatives are truly in the best interest of ALL patients."
