review_id,company_name,industry,job_title,location,employment_status,review_date,overall_rating,rating_work_life_balance,rating_culture_values,rating_compensation_benefits,rating_career_opportunities,rating_senior_management,headline,pros_text,cons_text,advice_to_management,helpful_count,url
1219,Parsons Corporation,Infrastructure,Software engineer intern,,,2025-09-17,4.0,,,,,,,Worked on the AI team so lots of interesting projects with modern tech.,If you are on the teams it may be slower and you would have to use more outdated tech.,,,
1220,Parsons Corporation,Infrastructure,Systems engineer,,,2025-09-24,3.0,,,,,,,Benefits are standard Decent Pay,No bonus No raises above 1-3% Bad management,,,
1221,Parsons Corporation,Infrastructure,Quantity surveyor,,,2025-09-08,5.0,,,,,,,Parsons is a huge world wide company. They will work to find you new positions within the company if you do not mind traveling.,There's a good chance you will have to travel.,,,
1222,Parsons Corporation,Infrastructure,Project manager,,,2025-09-14,5.0,,,,,,,"Strong technical expertise In-office/hybrid/remote flexibility Engaging/challenging projects Room for growth, technically and management Benefits are better than other consultants",Less office culture since so many are remote,,,
1223,Parsons Corporation,Infrastructure,Software engineering intern,,,2025-09-10,4.0,,,,,,,"Kind people
Hybrid work offered","Leadership was unorganized
Contract based work",,,
1224,Parsons Corporation,Infrastructure,Principal solutions architect,,,2025-03-28,3.0,,,,,,,"Parsons is strategically expanding its footprint in the space industry through significant investments and acquisitions, creating numerous opportunities for career growth and exposure to cutting-edge technologies and diverse projects. This rapid growth injects a dynamic energy into the company, offering employees the chance to be part of an evolving and innovative environment with generally competitive benefits.","The rapid pace of expansion and the integration of newly acquired companies can lead to internal challenges, including communication breakdowns, inconsistencies in processes across teams, and a sense of instability. Merging different organizational cultures can create friction and impact team cohesion, and the sheer volume of change may occasionally feel overwhelming, requiring employees to be highly adaptable.",,,
1225,Parsons Corporation,Infrastructure,Senior shift engineer,,,2025-09-08,5.0,,,,,,,"Shift schedule, salary, work-life balance",Shift schedule and sleep schedule are kind of rough.,,,
1226,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-01-15,1.0,,,,,,,Good pay compared to other companies Company offers stocks for employees to buy at a discounted rate,"The team I was with was terrible. The manager is a narc and very difficult to work with. She was not very opened for suggestion/new ideas because her idea and system is the best. She was also particular and would create falsify documents to get you in trouble. When I sent her my work to approve, I clearly put a coma on the title same as other files, but she literally removed my coma and said i didn't put a coma on the file's name and asked me to resend it. She also denied my PTO request because another staff recently left our team and she's going on vacation the same time I asked for. The time that I asked for PTO is when we're not busy and most of the team member's took of for PTO, but she denied everyone's PTO requests. We were just moping around that whole week with nothing to work on. Feels like it was a waste of our time during that week. If a staff does something good, she would not show appreciation. But if the staff does something wrong, she would remember it for the rest of her life and mention about it every year in the year-end review. I have heard so many complaints about this behavior from other fellows and that's why they decided to leave.",,,
1227,Parsons Corporation,Infrastructure,Cybersecurity manager,,,2025-09-04,1.0,,,,,,,"Some decent co-workers, good benefits.","Management is about saving face in front of the customer, instead of working to fix real issues impacting mission success.",,,
1228,Parsons Corporation,Infrastructure,Senior procurement specialist,,,2025-08-14,5.0,,,,,,,Procurement department Management are the best at taking care of their employees and mentoring the staff.,"RIF (Reduction in Force), position going away",,,
1229,Parsons Corporation,Infrastructure,Program manager,,,2025-08-30,4.0,,,,,,,Work life balance and generous PTO,None that I can think of.,,,
1230,Parsons Corporation,Infrastructure,Senior construction estimator,,,2025-08-27,4.0,,,,,,,"Good pay, lots of opportunities, benefits, ESOP.",May need to travel where the work is.,,,
1231,Parsons Corporation,Infrastructure,Senior security officer,,,2025-05-29,5.0,,,,,,,"Meaningful Work: Engage in projects that directly contribute to national security and defense. Comprehensive Benefits: Access to competitive pay, retirement plans, generous paid time off, and wellness programs. parsons.jobs +4 Parsons Careers +4 Parsons Careers +4 Professional Growth: Opportunities for career advancement through training, mentorship, and diverse project experiences. Collaborative Environment: Work alongside a team of dedicated professionals committed to excellence.",Demanding Workload: High responsibility roles may lead to extended work hours and increased stress levels. Strict Clearance Requirements: The necessity for Top Secret/SCI clearance can limit flexibility and may involve rigorous background checks. parsons.jobs +2 Parsons Careers +2 Glassdoor +2 Potential Bureaucracy: Navigating through governmental and organizational protocols might slow down decision-making processes.,,,
1232,Parsons Corporation,Infrastructure,Electrical engineer ii,,,2025-08-04,5.0,,,,,,,"Variety of interesting projects, great and intelligent engineers across all disciplines, monthly social event, hybrid",Can be pushed to reduce to part-time when slow,,,
1233,Parsons Corporation,Infrastructure,Electrical engineer,,,2025-08-05,3.0,,,,,,,Good work life balance and good contracts,not enough pay for the work i was doing,,,
1234,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-08-08,5.0,,,,,,,Cares about all their employees,No cons to be mentioned,,,
1235,Parsons Corporation,Infrastructure,Software engineer,,,2025-08-05,4.0,,,,,,,"Can move throughout company
Pay is somewhat competitive",Normal cons of contract work,,,
1236,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-05-30,3.0,,,,,,,"Great coworkers, very interesting projects.","Very stingy pay raises for good performers. Entire team got less than 3% raises. This is all my manager wrote on my performance review that I put a lot of time and effort on: “Good job, Documentation is hard, you started from a clean slate”. It disrespected all the hard software development work I did as no comment on any of it!",,,
1237,Parsons Corporation,Infrastructure,Environmental scientist,,,2025-07-31,4.0,,,,,,,Great projects to work on with good teams.,Fieldwork is not for everyone.,,,
1238,Parsons Corporation,Infrastructure,Engineer,,,2025-07-29,1.0,,,,,,,"If the manager is your friend, he will pass around a list of every employees salary so they can see what everyone makes. Human Resources does nothing.",Lacks transparency and integrity in the promotion/career advancement area.,,,
1239,Parsons Corporation,Infrastructure,Engineer,,,2025-07-10,3.0,,,,,,,"If you want remote work, it is available","PMs contribute little value, act with hostility and don’t want to pay you for your time.",,,
1240,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-07-22,5.0,,,,,,,"Good Pay
Good People
Govt Contracting",This year even Govt Contracting is experiencing new challenges,,,
1241,Parsons Corporation,Infrastructure,Installer,,,2025-04-26,1.0,,,,,,,Travel and per diem offered,"They made false accusations which led to an ""investigation"". Blamed for chaos, slandered, then fired for “performance” despite no training or work actually being given. The project and program managers are inexperienced and are learning the ground floor technicians. They only care about acquisitions, teams meetings and teleworking from home and occasionally traveling on the corporate dime. And here’s one that highlights the unfair expectations: Given no tasks, no training, yet fired for poor performance. Accused of things I didn’t do—clearly punished for not having a mech background.",,,
1242,Parsons Corporation,Infrastructure,Senior project contorls engineer,,,2025-07-03,3.0,,,,,,,Very diverse portfolio of contracts and projects. Great ability to transfer internally.,Growth through M&A is eroding at the core values that once made this company great.,,,
1243,Parsons Corporation,Infrastructure,Software engineer,,,2025-01-31,4.0,,,,,,,- Great mentorship from veteran employees. - Difficult tasks with rewarding outcomes. - No micromanagement. - Driven team with a lots of potential.,- Understaffed from lack of job applicants. - Overzealous expectations for tasks that require expertise from multiple perspectives. - Policies and procedures that create inefficiency and annoyance.,,,
1244,Parsons Corporation,Infrastructure,Construction superintendent,,,2025-07-08,4.0,,,,,,,"They gave stock, 401k match and good health benefits",When the company went public they stopped bonuses,,,
1245,Parsons Corporation,Infrastructure,Mechanical engineer,,,2025-07-10,5.0,,,,,,,"Great job, fully remote position",No cons that I can think of,,,
1246,Parsons Corporation,Infrastructure,Project coordinator,,,2025-04-04,5.0,,,,,,,Most programs have a work from anywhere policy. Not sure how it’s initiated.,"Management can suck at times. Complaints aren’t really taken seriously, so if your boss isn’t doing the best job in their position, it’s not much you can do. There has to be an egregious encounter or their boss has to be on their behinds for a manager to actually have any disciplinary action taken.",,,
1247,Parsons Corporation,Infrastructure,Transportation engineer,,,2025-06-12,5.0,,,,,,,"Solid, reliable and safe company to work. Having opportunity to work with other offices across the nation.","Benefit package is good overall, but there is room to improve.",,,
1248,Parsons Corporation,Infrastructure,Senior business analyst,,,2025-06-09,4.0,,,,,,,"9/80 schedule, ESOP, great management and staff to work with",Can be overwhelming with deadlines and work-life balance is a challenge.,,,
1249,Parsons Corporation,Infrastructure,Senior roadway inspector,,,2025-06-09,4.0,,,,,,,"Knowledgeable staff, have been around industry for lengthy period of time.",Social skills as it relates to working with contractors could be improved,,,
1250,Parsons Corporation,Infrastructure,Engineer,,,2025-05-15,2.0,,,,,,,Retirement package if ESOP could be good.,Short sighted management team hires DEI to get US Government contracts. Must inflate management egos frequently.,,,
1251,Parsons Corporation,Infrastructure,Associate engineer,,,2025-05-30,4.0,,,,,,,Opportunity to work on different kinds of projects,Lacks office community. Communication between departments is lacking and training for programs is little to none,,,
1252,Parsons Corporation,Infrastructure,Systems engineer ii,,,2025-05-24,5.0,,,,,,,"Lateral moves, promotions…opportunities to grow.",PM still work remotely and aren’t always familiar with different environments.,,,
1253,Parsons Corporation,Infrastructure,Director,,,2025-04-03,3.0,,,,,,,"Mission, team members. Parsons itself","Lack of strategy within the sector, ambiguous direction, poor management",,,
1254,Parsons Corporation,Infrastructure,Associate environmental planner,,,2025-06-06,4.0,,,,,,,"Flexible Environment
Great office culture",Sometimes eligible for overtime - depends on Project Manager,,,
1255,Parsons Corporation,Infrastructure,Anonymous employee,,,2024-12-13,4.0,,,,,,,You will gain a lot of industry experience working on different projects. I was able to work with my manager to really develop my progression path and grow my career. There are a lot of great people that work at the company. The shift to 9/80 schedule across the region was great to have every other friday off. The flexible pto/holiday time policy was great to be able to save up and use it how I wanted to. I know several people who have ended up going back.,"Pay is below market value. The annual ""merit"" raises are really just cost of living adjustments, so you have to fight for yourself to get the pay you deserve. The amount of PTO (combined holiday and sick time) is also kind of low.",,,
1256,Parsons Corporation,Infrastructure,Principal software engineer,,,2025-05-20,4.0,,,,,,,-Flexible hours -Fully remote -Growing company,-Get lost in the shuffle -Upper management is disconnected from the boots on the ground.,,,
1257,Parsons Corporation,Infrastructure,Watch officer,,,2025-06-06,4.0,,,,,,,Like that they are hands off,no complaints so far. good news.,,,
1258,Parsons Corporation,Infrastructure,Line technician,,,2025-05-26,4.0,,,,,,,Good no comments you need work,No comment you have to work,,,
1259,Parsons Corporation,Infrastructure,Senior scheduler/planner,,,2025-05-22,4.0,,,,,,,Slightly better salary Parsons Employee Stock Ownership Plan (if job is located in USA),Very limited growth paths when working as Extension of Staff,,,
1260,Parsons Corporation,Infrastructure,Transportation engineer,,,2025-05-28,5.0,,,,,,,"Flexible, friendly environment, helpful team leads","Not always organized, merit raises could be better,",,,
1261,Parsons Corporation,Infrastructure,Senior software engineer,,,2025-02-26,5.0,,,,,,,"I worked for this company for about 4 years. Overall, it was a very good experience for me. The work was pretty interesting, the compensation and benefits were good, and the development process was well-managed in my experience, unlike some other places I've seen. They handled the pandemic well too, and when a contract I was working on lost funding, they found me another place in the company right away. I really have no complaints.",Can't think of anything substantial.,,,
1262,Parsons Corporation,Infrastructure,Principal technical consultant,,,2025-04-10,5.0,,,,,,,"Parsons is a great place to work, especially if you like to learn a lot. ESOP is a great benefit. Remote work is acceptable.","Long hours and travel can be expected, but there is extra compensation for that. So, really it's more of an opportunity than a problem.",,,
1263,Parsons Corporation,Infrastructure,Systems engineer,,,2025-05-19,5.0,,,,,,,Great benefits and the work environment is extremely flexible,None really. Too much corporate email?,,,
1264,Parsons Corporation,Infrastructure,Senior software engineer,,,2025-05-04,5.0,,,,,,,"Smart, friendly executives Internal mobility is easy Huge mix of fresh college grads and long timers Some remote/hybrid","Many government contracts (normally this is a good thing, not in 2025)",,,
1265,Parsons Corporation,Infrastructure,Software engineer,,,2025-05-23,5.0,,,,,,,Hands on Very busy Great work,Management is lacking On call is horrible,,,
1266,Parsons Corporation,Infrastructure,Sr. engineer,,,2025-05-20,3.0,,,,,,,Work - Life Balance is good,Pay could have been better,,,
1267,Parsons Corporation,Infrastructure,Engineering technician ii,,,2025-05-08,5.0,,,,,,,Great place to work great people,A lot of traveling but well worth it,,,
1268,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-05-12,2.0,,,,,,,A lot of opportunities for growth,Lack of training opportunities within the groups. Dog eat dog mentality,,,
1269,Parsons Corporation,Infrastructure,Senior data engineer,,,2025-04-05,5.0,,,,,,,Very pro employee growth and development Client comes first but not at the cost of the employee's happiness Constantly growing and full of challenges that grow the employee,Politics but which large company does not have this. Billability often takes precedence over innovation and development,,,
1270,Parsons Corporation,Infrastructure,Associate bridge engineer 1st year,,,2025-05-06,4.0,,,,,,,"Tons of learning opportunities, Great supportive environment",not many young people/community events,,,
1271,Parsons Corporation,Infrastructure,Associate engineer,,,2025-04-28,3.0,,,,,,,good people interesting work focus on health and safety exposure to many remedial technologies employee stock program,low pay long hours too much travel,,,
1272,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-02-17,4.0,,,,,,,Pay is competitive. There is no shortage of things to do or learn. Very flexible work environment. I like the people I work with.,"A lot of red tape you have to navigate with clients. It's part of the game really. If you want to move up within the company, don't expect a timely response from recruitment, it is a very slow process.",,,
1273,Parsons Corporation,Infrastructure,System engineer,,,2025-04-28,4.0,,,,,,,"Great company, great culture, and benefits.",The pay could be a bit more competitive.,,,
1274,Parsons Corporation,Infrastructure,Cybersecurity engineer,,,2025-03-27,5.0,,,,,,,* Benefits are pretty good * Great work environment and coworkers,* Federal contracts are frequently for short durations * You have to wait 5 months to receive the raise that you earned,,,
1275,Parsons Corporation,Infrastructure,Principal project controls engineer,,,2025-04-24,5.0,,,,,,,Management encourages growth and a good amount of opportunity,I can’t think of any,,,
1276,Parsons Corporation,Infrastructure,Systems engineer,,,2025-04-23,5.0,,,,,,,Great pay and environment to work in,None that I can think of,,,
1277,Parsons Corporation,Infrastructure,Senior network engineer,,,2025-01-15,4.0,,,,,,,The company is good overall and has been expanding through several company acquisitions the past few years. Public stock price increasing nicely which reflects nice growth with many opportunities.,"One challenge this company has is keeping every employee engaged with billable work. Once a job/project ends, the employee must seek out other opportunities to maintain enough work hours. There is always a risk of potentially losing ones job if opportunities are not available for a particular skillset at any one time.",,,
1278,Parsons Corporation,Infrastructure,Project manager,,,2025-03-13,3.0,,,,,,,"Good pay, PTO, Health/Dental benefits","Gave up all DEI efforts for USG contracts, lack of people management",,,
1279,Parsons Corporation,Infrastructure,Engineer,,,2024-11-07,1.0,,,,,,,The benefits are good except for tuition reimbursement. Work life balance is okay.,"What can I say? Incompetence abounds. Lacks leadership. No direction. No mentorship. I've been spinning my wheels here for over a year now. This is a dead end job. The work is not interesting. There is not much learning otj because there is no leadership on the projects to learn from. Also, there is a group of legacy employees here who gatekeep all their skills and experience and don't work well with others, especially if you're new. I have lost all my enthusiasm for this place and basically just show up for a paycheck. IT is a hot mess and so is physical security. I think some of the security people are quiet quitting because getting them to do anything is like pulling teeth.",,,
1280,Parsons Corporation,Infrastructure,Civil engineer,,,2025-04-26,5.0,,,,,,,"great 
big
pro
old
international","hard 
bold
strict
super
more",,,
1281,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-04-01,4.0,,,,,,,Ability to work from home and compensation,Hard to get ahead unless in Business Development or Management,,,
1282,Parsons Corporation,Infrastructure,Software engineer 2,,,2025-03-31,5.0,,,,,,,Good place to work with competitive pay,None that I can think of.,,,
1283,Parsons Corporation,Infrastructure,Software engineer ii,,,2025-03-25,4.0,,,,,,,Good balance and stability depending on your team.,Hard to move up and advance career wise.,,,
1284,Parsons Corporation,Infrastructure,Senior project coordinator,,,2025-03-07,3.0,,,,,,,"Safe work, consistent schedule and good team","Upper level Parsons HR do not seem to be the best. Hard to get a hold of, incosistent.",,,
1285,Parsons Corporation,Infrastructure,Anonymous employee,,,2025-04-11,1.0,,,,,,,Pay is acceptable at my level,Too much bureaucracy Too much security They scrounge on overhead Do not care about employees,,,
1286,Parsons Corporation,Infrastructure,Associate engineer,,,2025-03-10,4.0,,,,,,,"- Highly organized 
- Big projects 
- Growing company",- Low pay and minimum initiative from managers to increase pay unless asked.,,,
1287,Parsons Corporation,Infrastructure,I&c engineer,,,2025-03-15,5.0,,,,,,,Good benefits. Awesome people. Ethical atmosphere.,Governmental budget cuts can affect company adversely.,,,
1288,Parsons Corporation,Infrastructure,Android developer,,,2025-03-22,5.0,,,,,,,very good company to work.,i didn't find any problem,,,
1289,Parsons Corporation,Infrastructure,Electrical engineer,,,2025-03-14,5.0,,,,,,,Lots of different projects to be exposed to.,Under paid salaries for junior engineers.,,,
1290,Parsons Corporation,Infrastructure,Analyst,,,2025-03-10,4.0,,,,,,,Management is nice. They don’t micromanage,I feel like I’m not being kept in the loop a lot.,,,
1291,Parsons Corporation,Infrastructure,Senior project manager,,,2025-03-11,3.0,,,,,,,A lot of great projects to work on.,No work life balance at the company.,,,
1292,Parsons Corporation,Infrastructure,Home health aide,,,2025-03-11,5.0,,,,,,,work is great low stress,work is slow with little pick up,,,
1293,Parsons Corporation,Infrastructure,Civil wastewater engineer ii,,,2024-01-18,1.0,,,,,,,-Established company with plenty of resources including expert network. -Health & Safety was taken seriously. -Stock was performing well and company was winning jobs all over at the time. -Was exposed to a project that was beneficial for my career after I left. -Got to know some the project stakeholders. -Decent benefits for a big firm. Good retirement program as an ESOP. -Some of my Coworkers were very bright and great to work with.,"-My position was advertised as a wastewater treatment engineer, however I was not solving any water treatment problems. I reviewed submittals and became more of a secretary and IT person at a construction site. Became known as “document control” -Expected to work overtime without pay despite being told otherwise during interview. -Management did not embrace any remote/hybrid work despite 95% of my position involved being on a computer. This contradicted the company's flexible work policy being promoted. -Very little personal privacy. -Poor work environment and became very difficult to stay focused and uninterrupted with so much noise . - Construction trailer/office had rats. Several rats were found in traps during my short time there. -The surrounding environment became hazardous during and after rain events, impossible to traverse without getting muddy and the constant reality of slipping. -Site had very little to no parking nearby. Would take me at least 15 minutes to find parking every morning. -Pressured to not to take PTO despite having earned the PTO. -Forced to take vacation PTO to align with client holidays. Parsons staff didn't get as many holidays as the client we were working for - thus we would have less vacation time as a result.",,,
1294,Parsons Corporation,Infrastructure,Security systems engineer i,,,2025-03-01,4.0,,,,,,,Able to work at my own pace during certain times,Worked on my own consistently,,,
1295,Parsons Corporation,Infrastructure,Environmental chemist,,,2025-03-11,4.0,,,,,,,"Good benefits, culture and communication",Very large company and can easily feel disconnected,,,
1296,Parsons Corporation,Infrastructure,Principal cybersecurity engineer,,,2024-03-18,4.0,,,,,,,"There are a few great benefits, they are currently paying for my college education which would run me 15k - 20k a year. Through our companies acquisition by Parsons, no one I know of lost their job, though some left. I have also been recognized for good performance numerous times and they usually come with a small bonus here and there. I am relatively content with the various benefits.","Like most large companies raises aren't keeping up with inflation over the last several years, despite record profits that they love to talk about on all hands meetings. Also the method of the 401k match is to not give it till the end of the year which makes it feel like they are holding it over you, because they are, unless you stay at least through end of January you won't get your 401k match that they advertise.",,,
1297,Parsons Corporation,Infrastructure,Sr. project manager,,,2024-05-09,4.0,,,,,,,"Company has reasonably good feel. Employees are not cutthroat, but rather feel they are given responsibilities that make the job enjoyable. Company is quite cheap with employees (free lunches, awards, events, bonuses, etc.), but that’s mostly ok because it is fiscally sound, gets repeat business from clients, is very ethical, safety focused, and appears to care for its employees.","When I developed a serious, incurable cancer, I was initially met with a proactive HR representative who held my hand navigating paperwork and who provided great advice and recommendations. Later, as my health declined and strategic decisions needed to be made, I got zero support from HR and my local management. Therefore, I ended up making some strategically poor decisions that now cost me over $40,000/yr in lost income. This could have been easily avoided had I known that they would change me to PT status. I could easily avoided this change and started my LTD while still working FT. I hung in another year in order to complete a project, but that professionalism cost me dearly.",,,
1298,Parsons Corporation,Infrastructure,Anonymous employee,,,2024-11-19,5.0,,,,,,,"The remote work flexibility is great. The team is skilled and works well together on big projects. Coworkers are generally fine. Parsons often lands large projects, which keeps things interesting.","The 401(k) match is pretty bad at just 2%, and the insurance premiums could be better. There’s not much in the way of mentorship, so you’re mostly on your own. PTO and holidays are below industry average. The staff isn’t very diverse, though that’s not surprising in engineering.",,,
1299,Parsons Corporation,Infrastructure,Senior project controls engineer,,,2025-02-26,4.0,,,,,,,Less stressful working for Client,Some benefits are not given to everyone,,,
1300,Parsons Corporation,Infrastructure,Project coordinator,,,2025-02-23,5.0,,,,,,,Upper management is very responsive and supportive,no cons to report at all.,,,
1301,HDR Inc.,Infrastructure,Engineer,,,2025-11-12,5.0,,,,,,,Stock ownership and great people,Nothing that I can say,,,
1302,HDR Inc.,Infrastructure,Engineer,,,2025-10-08,1.0,,,,,,,A lot of activities outside of the office are available and led by the young engineers in the office. company stock does very well annually.,"Management all around in this office is awful. No oversight. No communication. No leadership. No senior engineers teaching the younger. EIT mentors the EITs. Poor to no training available. Most senior engs and managers don't have a PE. HR is non-existent and on the verge of retirement. Does not produce quality packages, struggling to hold on to some big clients. Pay/promotions is low unless you join the company mid-career. Management will retaliate if you voice any concerns. Work/Life balance doesn't exist, the managers will overload you with work and say ""you can handle this, this isn't as much work as you may think."" People are quitting and it's causing additional stress to us still working as we take on their projects.",,,
1303,HDR Inc.,Infrastructure,Electrical engineer,,,2025-11-11,5.0,,,,,,,Work life balance is great,Not the best at developing,,,
1304,HDR Inc.,Infrastructure,Electrical designer,,,2025-11-09,5.0,,,,,,,It pays well and isn't hard.,It can be boring at times.,,,
1305,HDR Inc.,Infrastructure,Senior engineer,,,2025-11-02,5.0,,,,,,,"national network and resources
Team flexibility
Network of resources and support",Large company can make it hard to stand out,,,
1306,HDR Inc.,Infrastructure,Project coordinator,,,2025-10-01,3.0,,,,,,,Experienced managers Many opportunities for big projects Great benefits Good community with employees Many areas to learn from,Managers can be pigeon holed in their career and do not see beyond their work Issues would be brought up and you are forced to find the solutions even though it's something that requires connections beyond your level,,,
1307,HDR Inc.,Infrastructure,Senior environmental planner,,,2025-10-09,5.0,,,,,,,"One of the best parts about the company is its employee ownership structure, which includes stock options, along with an incredibly supportive culture and a real respect for work–life balance.","Supports an entrepreneurial spirit and encourages people to take the reins of their own careers — if you need a highly structured or bureaucratic environment, you may not thrive here.",,,
1308,HDR Inc.,Infrastructure,Anonymous employee,,,2025-10-31,4.0,,,,,,,Supportive and collaborative team culture,Limited upward mobility in some departments,,,
1309,HDR Inc.,Infrastructure,Anonymous employee,,,2025-05-03,3.0,,,,,,,Pay with benefits and retirement plan was good.,"Complacent, checked-out management that are grossly overpaid. Across HDR it seemed to be lot of failing upward. Manager would be coy, and at times came across as disingenuous. Do not think the management really understood my job and everything it entailed because they never actually had to do it. Most seemed to have spent their entire career in a cubicle, at a desk, hiding behind a computer monitor. Was in their construction services section. Manager was on some kind of hybrid schedule, think they only showed up at the office a few times a week. The rest was probably work from home. Needed an endorsement from my manager regarding a certification I had tested and passed. They bungled it and I was denied the certification. Manager doubled down and claimed they did nothing wrong with their part of it. The Rosemont office never really performed Phase III Construction services, so you were always farmed out as a subconsultant. Several of client consulting firms sent to were subpar firms with low bar staff. Overall, most staff seemed standoffish when engaging with them. I was always working in the field so never really connected with anyone there. Again, most had never worked in the field day in, day out, nor would they. Found several of the HR staff to be arrogant, condescending and caustic.",,,
1310,HDR Inc.,Infrastructure,Mechanical section head,,,2025-10-15,5.0,,,,,,,Proper ESOP with cultural buy-in!,Fast company growth is leading to a great amount of junior staff that require training.,,,
1311,HDR Inc.,Infrastructure,Substation eit,,,2025-10-24,4.0,,,,,,,Employee owned company on the Greenbelt,"Small team for the electrical engineering specifically, limited help",,,
1312,HDR Inc.,Infrastructure,Marketing coordinator,,,2025-10-23,5.0,,,,,,,"Nice work environment, understanding bosses and team-minded office space",In a dangerous area of uptown.,,,
1313,HDR Inc.,Infrastructure,Internship,,,2025-10-23,4.0,,,,,,,Has a very good office environment,You are expected to work long hours,,,
1314,HDR Inc.,Infrastructure,Mechanical engineer,,,2025-10-20,4.0,,,,,,,"Employee owned. 
Great pay 
Great benefits and retirement",Lots of new people. Middle of a growth spurt.,,,
1315,HDR Inc.,Infrastructure,Construction manager,,,2025-10-21,4.0,,,,,,,You are left alone and allowed to work,You are left alone unless there’s an issue,,,
1316,HDR Inc.,Infrastructure,Sustainability analyst,,,2025-08-21,4.0,,,,,,,"there are many potential paths for career growth - many supervisors are willing to listen and help if you are interested in trying new types of work within the company, i.e. moving from architecture to design, or from design to lab planning, etc.","As a very large company, things tend to move slowly. There are many people to collaborate with, but sometimes it feels difficult to stand out and feel like you are making significant contributions for a while",,,
1317,HDR Inc.,Infrastructure,Water/wastewater eit,,,2025-10-11,5.0,,,,,,,Employee owned company with a great culture and growth potential for employees,Need to hire more people for the amazing work HDR does,,,
1318,HDR Inc.,Infrastructure,Civil engineer,,,2025-10-06,5.0,,,,,,,Good company to work for. Have compensated well so far and offered a lot of opportunity for growth and advancement.,Seems as if some people fail upward within the company.,,,
1319,HDR Inc.,Infrastructure,Graphic designer,,,2025-09-17,5.0,,,,,,,I really value the company investing into their employees to help me build their leadership skills by giving them the tools/trainings. This is valuable because I can invest in myself to move up in the company.,I think as a company this big does struggle with effective communication.,,,
1320,HDR Inc.,Infrastructure,Mechanical eit,,,2025-10-08,4.0,,,,,,,cool coworkers and impressive projects,Not great communication from top down,,,
1321,HDR Inc.,Infrastructure,Mechanical engineer,,,2025-10-02,4.0,,,,,,,"Good company, nice people and staff",Didnt like how particular they were,,,
1322,HDR Inc.,Infrastructure,Project assistant,,,2025-10-02,4.0,,,,,,,Every day is something different,The training period is extensive.,,,
1323,HDR Inc.,Infrastructure,Engineer,,,2025-09-12,2.0,,,,,,,401k company ownership. Good on resume.,They pay less qualified new hires more than tenured employees. Employee owned but doesn't feel like anything other than corporate day-to-day obligations. Overworked.,,,
1324,HDR Inc.,Infrastructure,Engineer,,,2025-09-26,4.0,,,,,,,"ESOP, growth opportunity, training, supportive local leadership, good travel.","compensation, benefits package, vacation, turnover.",,,
1325,HDR Inc.,Infrastructure,Sr. project manager,,,2025-08-21,1.0,,,,,,,"steady paycheck, health coverage, retirement plan","NO leadership in San Francisco architecture office. Embarrassingly hideous physical office (this is a design firm?) horrid office manager on a power trip who actively seeks to make things difficult so you won't bother her, complete chaos in office and project organization, no team spirit - everyone is out for themselves. Nonexistent onboarding, weak IT support. Uninspiring, uninspired work. Definitely a place for the C and D students.",,,
1326,HDR Inc.,Infrastructure,Anonymous employee,,,2025-08-20,1.0,,,,,,,"None. This is a hostile, isolating place that will drain everything from you.","If you are a person with a disability, or if you value basic dignity in the workplace, stay far away from this company. My experience here showed me how little leadership understands about legal and ethical obligations toward employees who require accommodations. Rather than engage in the required interactive process, they delayed, deflected, and outright denied the support I was entitled to. Instead of receiving meaningful accommodations, I was subjected to constant procedural harassment: endless documentation demands, shifting expectations, and a punitive performance plan built on factual inaccuracies. The scrutiny was relentless — managers tracked my time down to 15-minute intervals, withheld paychecks over manufactured “timecard issues,” and used my disability as leverage to justify harsher treatment. The culture is deeply toxic. Engineers who struggle to communicate effectively are promoted into management roles where they weaponize procedures against employees rather than supporting them. Yelling, obscenities, and targeted hostility are normalized. Leadership’s focus is on protecting themselves and looking productive, not actually producing results. What’s worse is HR’s role. They were fully aware of the harassment and did nothing. They ignored emails, failed to intervene, and consistently sided with management. Their silence condoned the abuse and created an environment where discrimination is allowed to thrive unchecked. For people with disabilities, this workplace is not only unsupportive — it is actively harmful. The constant stress, retaliation, and gaslighting take a psychological toll. Requests for flexibility or fairness are met with hostility and punishment. This is not a safe environment for anyone, but it is especially dangerous for those of us who rely on accommodations to succeed. In short: avoid this company at all costs. If you value your health, your livelihood, or your legal rights, do not put yourself through what I endured.",,,
1327,HDR Inc.,Infrastructure,Marketing assistant,,,2025-09-14,4.0,,,,,,,Meaningful work - Employee owned - Fast paced - big network,It can be very busy leaving little time to train or learn new things,,,
1328,HDR Inc.,Infrastructure,Civil engineer,,,2025-09-22,5.0,,,,,,,Growing opportunities with in-touch leadership.,In-office primarily (4-5 days per week) but management is flexible.,,,
1329,HDR Inc.,Infrastructure,Bridge eit,,,2025-09-20,4.0,,,,,,,Very good place to work ESOP is great,Salary may not be as competitive as other places,,,
