review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text,pros_sentiment_score,pros_sentiment_label,cons_sentiment_score,cons_sentiment_label,combined_sentiment_score,combined_sentiment_label
1254,Boston Scientific,Healthcare,Anonymous employee,2025-11-04,1.0,"Good benefits, decent pay, good cafeteria","Lousy training, overburdened trainers, toxic behavior from pc, lousy communication",0.7906,Positive,-0.7906,Negative,0.0,Neutral
1255,Johnson & Johnson,Healthcare,Operations manager,2025-11-12,1.0,Global company. Multi City company,"J&J has in its CREDO that one of its responsibilities is with the employees. It says “They must have a sense of security, fulfillment and purpose in their jobs... We must support the health and well-being of our employees and help them fulfill their family and other personal responsibilities. Nothing farther from the true!! It’s a lie. After 15 years with J&J and been a single mother I was impacted by a “restructuring” and lost my job. After having Exceed in more than one consecutive year on the performance review I cannot even get thru screening on roles at the same level as I was (manager) even though I have related experiences. It is hurtful that the company you loved and dedicated years of life see you as just a number and get rid of you without caring…not even a little. Unbelievable. I feel betrayed and fooled.",0.0,Neutral,0.8588,Positive,0.4294,Positive
1256,Pfizer,Healthcare,Finance manager,2025-10-22,5.0,People and culture are the best here,There really isn’t much to say here,0.6369,Positive,0.0,Neutral,0.31845,Positive
1257,GSK,Healthcare,Senior principal scientist,2025-05-17,5.0,"Good job security, lots of learning opportunities.","Low vertical mobility, slow adaptability.",0.7845,Positive,-0.2732,Negative,0.25565,Positive
1258,GSK,Healthcare,Manager,2025-05-20,4.0,"Good benefits, time off, flexibility",Slow progression if you remain in role too long,0.7845,Positive,0.0,Neutral,0.39225,Positive
1259,Boston Scientific,Healthcare,Crm field representative,2025-02-13,5.0,The training and field experience has been great. The teams I've been placed with have outstanding knowledge of CRM material and knowing the heart in and out. BS is a great company and work environment overall.,"The only con I have isn't necessarily with the company its just part of the employment status as a Per Diem. That's getting the proper time to work independently to really learn the trade. Also, there are no guarantees to get a full-time position if that's what your goal is it's up to timing and what the manager feels in the end so a good bit of unknowns with the per diem gig at least.",0.9545,Positive,0.2449,Positive,0.5997,Positive
1260,Boston Scientific,Healthcare,Clinical specialist,2025-08-05,4.0,"Initial training was fantastic. Great, life changing products. Reasonable expectations and managers. Awesome benefits and PTO.",Management is cliquey and not at a certain point you have to leave the company if you want to find advancement.,0.9371,Positive,-0.1813,Negative,0.3779,Positive
1261,Roche,Healthcare,Business analyst,2025-03-23,3.0,"Being a European company, the culture is decent, with immediate managers being nice","Mid-level management has let the waves steer the ship, with no sense of direction, or taking the blame for the state of things",0.4215,Positive,-0.5574,Negative,-0.06795000000000001,Negative
1262,Pfizer,Healthcare,Documentation specialist,2025-10-20,3.0,Have great wellness program Generous PTO,expensive health insurance benefits (co-insurance)- covers nothing until you meet a high deductible,0.8834,Positive,0.3818,Positive,0.6325999999999999,Positive
1263,Johnson & Johnson,Healthcare,Sales representative,2025-11-03,5.0,Company car Market-leading technology Expense account,sometimes can be slow to change Aggressive sales goals,0.0,Neutral,-0.1531,Negative,-0.07655,Negative
1264,Boston Scientific,Healthcare,Territory manager,2025-10-28,3.0,"They hire great people, lots of resources","Long line to get promoted to management, tough work life balance",0.6249,Positive,0.3182,Positive,0.47155,Positive
1265,Johnson & Johnson,Healthcare,Aplication developer,2025-11-05,5.0,Nice place to work nice pay,Nothing bad I can think of,0.6369,Positive,0.431,Positive,0.53395,Positive
1266,Pfizer,Healthcare,Principal scientist,2025-07-18,4.0,"flexible work hours, good benefits",high pressure. light speed timeline,0.7506,Positive,-0.296,Negative,0.22730000000000003,Positive
1267,Boston Scientific,Healthcare,Field clinical representative,2025-09-08,1.0,None. Terrible overall experience. Promoting the wrong people,I had a manger run off an entire team and that individual was promoted. Terrible environment that ruined the entire company for me.,0.2392,Positive,-0.5267,Negative,-0.14375,Negative
1268,GSK,Healthcare,Finance manager,2025-10-01,3.0,Good teamwork and interesting work,A lot of changes and reorganization,0.6808,Positive,0.0,Neutral,0.3404,Positive
1269,Boston Scientific,Healthcare,Anonymous employee,2025-09-28,1.0,"Speaking about the HQ in Marlborough, specifically Endo - it’s a great place to work if you are a white American or white European: opportunities, preference, first in line for promotions","They will make you miserable if you are not a white American. Lots of micro aggressions, zero opportunities and zero recognition/promotions. They will prioritize white folks. They pride themselves of being diverse and inclusive - that’s just propaganda, only words.",0.7717,Positive,-0.3612,Negative,0.20525000000000002,Positive
1270,Mayo Clinic,Healthcare,Laboratory technician,2025-11-13,5.0,"Highly efficient, lots of engagement and asking employees how to improve work environment, took things seriously and wanted the best for all employees. They cross all T's and dot all I's",not much. The timechart system wasnt my favorite,0.9099,Positive,-0.357,Negative,0.27645000000000003,Positive
1271,Johnson & Johnson,Healthcare,Gold associate,2025-10-01,4.0,- Opportunity to expereince three new jobs and network across the company,- Have to move around every 9 months,0.4215,Positive,0.0,Neutral,0.21075,Positive
1272,Roche,Healthcare,Anonymous employee,2025-08-12,4.0,Mission. Purpose. Competitive compensation and benefits.,"Toxic leaders are tolerated. P&C interventions for abusive leaders are minimal/ineffective. If you have a toxic manager, there really isn't anything you can do about it other than move to another team or leave the company. Career progression is limited (because most people stay at Roche for a long time, there aren't many openings higher up).",0.5106,Positive,-0.743,Negative,-0.11619999999999997,Negative
1273,Boston Scientific,Healthcare,Principal manager,2025-08-16,4.0,Culture is great. CEO and team are inspiring and competent. Great work-life balance. Passionate and dedicated people,Limited growth opportunities. People spend years and years on same level. Ok for some people. Not to much for others,0.9623,Positive,0.6705,Positive,0.8164,Positive
1274,Roche,Healthcare,Software engineer,2025-07-19,3.0,"They have instituted the Roche European culture, in that the rules and training emphasize good teams, good behaviour, inclusiveness. Good remuneration. Apolitical.","Management comes out of Europe, so expect to reach a limit on your role if you can’t move easily. The old guard runs the location, so you have to be careful to stay on the right side of everyone. Expect to be delivered reorganizational news with little to no notification, and although I mentioned adopting European values, this does NOT apply to your US employment which remains at-will, so those European and global decisions will be applied without a second thought. Don’t expect your loyalty or at least commitment to count for anything but dollars.",0.8271,Positive,0.6829,Positive,0.7549999999999999,Positive
1275,Roche,Healthcare,Anonymous employee,2025-10-07,4.0,"Really good benefits and if you have a. Good boss and team, it’s a great palce to work",Sometimes rigid and not open to change,0.9197,Positive,-0.128,Negative,0.39585,Positive
1276,GSK,Healthcare,Senior scientist i,2025-04-18,4.0,Big company with lots of experts,Things take a lot of time,0.0,Neutral,0.0,Neutral,0.0,Neutral
1277,Boston Scientific,Healthcare,Clinical specialist,2025-09-25,3.0,"Flexibility, autonomy, Mangement did not micromanage","Communication about direction of the business was lacking, inconsistent messaging from senior leadership.",0.34,Positive,0.0,Neutral,0.17,Positive
1278,Johnson & Johnson,Healthcare,Anonymous employee,2025-10-13,5.0,"Good pay, benefits, and equity for top performers",Highly structured and process oriented in leadership style,0.7096,Positive,0.0,Neutral,0.3548,Positive
1279,Pfizer,Healthcare,Associate scientist,2025-10-04,3.0,Good culture in hard times,Bad pay in comparison to industry,0.3612,Positive,-0.5994,Negative,-0.11910000000000001,Negative
1280,Boston Scientific,Healthcare,Manager,2025-05-02,3.0,CEO is awesome. Bonus and pay is decent for roles. Some administrative roles pay too much though. Some divisional folks have expertise that are valuable.,"Corporate folks in Boston lack expertise and take large salaries. HR recruiment lacks ability to bring good candidates. Love the CEO but he did allow an unvetted runaway train with DEI... which became an individualized concept of a selfish few with an agenda to be forced upon the whole company. Company appeared to sell DEI, and not well, instead of medIcal devices. Subtantive work suffered due to it. It's odd anyone would think the agenda makes sense for business. Hopefully they get back on track. Social issues are best left out of the main business agenda unless the business goal is to solve them.",0.872,Positive,-0.0441,Neutral,0.41395,Positive
1281,Boston Scientific,Healthcare,Program manager,2025-10-27,5.0,Awesome place to work with a fabulous culture.,"None at this time, things are great.",0.8176,Positive,0.6249,Positive,0.72125,Positive
1282,Roche,Healthcare,Anonymous employee,2025-09-11,4.0,"Meaningful work, smart colleagues, decent stability, interesting to see interplay between Roche family companies",Some systems still catching up to scale. Hierarchical (in line with other large companies),0.7717,Positive,0.0,Neutral,0.38585,Positive
1283,Pfizer,Healthcare,Anonymous employee,2025-10-07,3.0,Good people to work. You can gain knowledge from the seniors.,Don't think about the promotions.,0.743,Positive,0.0,Neutral,0.3715,Positive
1284,Boston Scientific,Healthcare,Process engineer i,2025-08-18,5.0,Supportive culture and overall great company,Honestly nothing bad to report so far,0.743,Positive,0.705,Positive,0.724,Positive
1285,Johnson & Johnson,Healthcare,Quality engineer,2025-11-05,5.0,Lots of career development resources for a junior engineer. Supportive leaders.,"Climbing the career ladder is not easy when you try to progress to a higher role, like a senior engieer.",0.296,Positive,0.4393,Positive,0.36765000000000003,Positive
1286,Pfizer,Healthcare,Director,2025-06-20,3.0,Good pay and benefits. Great personnel in the Bothell facility. Always helpful.,Unknown direction with Pfizer takeover. Meshing of two very different cultures.,0.9001,Positive,0.0,Neutral,0.45005,Positive
1287,Mayo Clinic,Healthcare,Senior business analyst,2025-02-19,5.0,The overall talent of colleagues - Core values centered around putting the needs of patients first - Collaboration within and across teams,"Due to the size of the organization, your individual impact can feel minimal. Leadership messaging is not always clear in outlining how certain initiatives are truly in the best interest of ALL patients.",0.6705,Positive,0.8755,Positive,0.7729999999999999,Positive
1288,Pfizer,Healthcare,Senior manager,2025-07-30,4.0,"Good benefits, supportive team, stock benefits","Layoffs every year for past 2-3 years, corporate red tape",0.8519,Positive,0.0,Neutral,0.42595,Positive
1289,Roche,Healthcare,Anonymous employee,2025-10-03,3.0,Benefits are good compared to other places,"Politics, financial stress to make more profit",0.6705,Positive,0.101,Positive,0.38575,Positive
1290,GSK,Healthcare,Medical science liaison (msl),2025-03-12,3.0,"WLB, good culture, company shutdown in December","Takes time to make decision, fast changing work environment",0.4404,Positive,0.0,Neutral,0.2202,Positive
1291,Roche,Healthcare,Senior software engineer,2025-03-18,5.0,"Good Work Life Balance
latest technologies",Slow paced work style takes forever to make a decison,0.4404,Positive,0.0,Neutral,0.2202,Positive
1292,Mayo Clinic,Healthcare,Laboratory technician,2025-11-13,5.0,"Highly efficient, lots of engagement and asking employees how to improve work environment, took things seriously and wanted the best for all employees. They cross all T's and dot all I's",not much. The timechart system wasnt my favorite,0.9099,Positive,-0.357,Negative,0.27645000000000003,Positive
1293,Mayo Clinic,Healthcare,Research protocol specialist,2025-04-28,3.0,"Great management for RPS cancer and non cancer - best manager and team leads I have had after many years at Mayo in different departments Flexible - remote Staff support - hard role with a lot of information, so during training and the first couple of months of learning everything, the team is so supportive and willing to help and educate all the time Good work life balance Ability to learn new skills and grow throughout clinical research","With my level of education and experience, I feel underpaid - Mayo is big on total compensation and tries to advocate actual pay with the other benefits that an employee may receive, so I always feel as if the actual pay for any position that I have had here is lower than other national and state averages",0.9094,Positive,-0.1027,Negative,0.40335,Positive
1294,Pfizer,Healthcare,Anonymous employee,2025-09-01,3.0,"Solid benefits package, huge amount of resources to draw from, opportunities for growth","Regular layoffs, rigid promotion structure, salary is on lower end of industry average",0.8658,Positive,-0.4019,Negative,0.23195000000000002,Positive
1295,Johnson & Johnson,Healthcare,Tpo,2025-10-14,5.0,Depends on the service line,Slow months and fast months,0.0,Neutral,0.0,Neutral,0.0,Neutral
1296,Johnson & Johnson,Healthcare,Staff software engineer,2025-09-18,4.0,"Really good manager, difficult position, and very high pay. I did a took home assessment and many online assessments that were very difficult. Try to get this one if you can. Good benefits.",Was put on a pip for over 1 year. Then got laid off.,0.3523,Positive,0.0,Neutral,0.17615,Positive
1297,Johnson & Johnson,Healthcare,Team member,2025-11-12,5.0,Good pay and friendly family like environment,None from my personal experience,0.802,Positive,0.0,Neutral,0.401,Positive
1298,Roche,Healthcare,Senior r&d manager,2025-06-14,5.0,"Highly skilled workforce, especially if you expand your network outside of your particular work site. European headquartered company brings much greater emphasis to valuing their employees professional growth and work/life balance than the typical Silicon Valley employer.","Fairly siloed (Research/Development/Manufacturing/Customer Support/Sales/Marketing), and can be difficult getting to know who the key players are and what they do. Lots of process that can bog projects down. Changing/unclear business strategies can add unnecessary years on to projects.",0.8428,Positive,-0.3612,Negative,0.2408,Positive
1299,Boston Scientific,Healthcare,Associate director of engineering,2025-11-05,5.0,"Culture, flexibility, purpose, and growth opportunities.","Compensation, challenging acquisition environment, legacy products.",0.765,Positive,0.1531,Positive,0.45905,Positive
1300,Boston Scientific,Healthcare,Scrum master,2025-07-23,5.0,This industry has been stable where other industries right now are experiencing layoffs. Great work life balance. You can take ownership of your career and upskill to get positions that accelerate your career growth.,Base Pay not as competitive as other companies. Not as many perks like RSUs or free food.,0.836,Positive,0.597,Positive,0.7164999999999999,Positive
1301,Johnson & Johnson,Healthcare,Tpo,2025-10-14,5.0,Depends on the service line,Slow months and fast months,0.0,Neutral,0.0,Neutral,0.0,Neutral
1302,Roche,Healthcare,Sr. mechanical design engineer,2025-05-19,4.0,Teams are all really great people excited to work on an innovative product Complex product means always something to learn Teams are growing more people to help with projects,"Complex product also means always lots of problems As integrating fully into roche some speed bumps with changing software systems, quality systems",0.9276,Positive,-0.4019,Negative,0.26285000000000003,Positive
1303,Johnson & Johnson,Healthcare,Account manager,2025-10-21,3.0,"easy job, non stresful, comunicative","ipo, machine learning, automatization, sql",0.4404,Positive,0.0,Neutral,0.2202,Positive
1304,Boston Scientific,Healthcare,Senior financial analyst,2025-10-29,2.0,Great pay and some solid benefits,"Culture differs from team to team, really need to improving training method or documentation. Can get crazy workload from the jump and then get minimal support.",0.7845,Positive,0.5209,Positive,0.6527000000000001,Positive
1305,Pfizer,Healthcare,Manager,2025-06-11,3.0,"Positive culture, opportunities to move within the company from one functional area to another, nice office in NYC, hybrid work schedule. Good work life balance","Few promotion opportunities, Salaries are not competitive with the industry, Pfizer is very cliquey. Lots of re-org going on the last few years within Pfizer R&D",0.8979,Positive,0.2691,Positive,0.5835,Positive
1306,Roche,Healthcare,Anonymous employee,2025-08-31,3.0,"Great benefits, collaboration, inclusiveness and diversity.","Execution barriers, lack of feedback, work early am hours, slow career growth",0.7717,Positive,0.0772,Positive,0.42445000000000005,Positive
1307,Roche,Healthcare,Research scientist,2025-10-14,5.0,"WLB, good science, great location, good people","Not well run, too many projects",0.872,Positive,-0.2057,Negative,0.33315,Positive
1308,Roche,Healthcare,Anonymous employee,2025-06-26,1.0,"None, absolute nightmare. Please beware.",Beware this company! A complete nightmare!,-0.2411,Negative,0.0,Neutral,-0.12055,Negative
1309,Pfizer,Healthcare,Technical project manager,2025-09-25,3.0,Great colleagues to work with and large company with a vast range of opportunities to move around and learn different things,It's a corporate job where money and stock price drive all decisions regardless of all the culture and family first language within the company. Typical corporate politics move the needle in too many situations vs logic and results,0.7717,Positive,0.0,Neutral,0.38585,Positive
1310,Mayo Clinic,Healthcare,Product owner,2025-08-23,5.0,Great growth opportunity and job security,Current area hiring a lot of external leadership who do not come from healthcare backgrounds to lead digital care,0.8979,Positive,0.4939,Positive,0.6959,Positive
1311,GSK,Healthcare,Local delivery lead,2025-03-10,5.0,Great company culture especially for working parents. Incredible maternity and paternity leave. Family first mentality. Lots of opportunities for personal development and advancement,Change is almost constant. GSK values continuous improvement but the changes are so frequent it's hard to adapt and perform day to day work when you're constantly having to learn new platforms and processes.,0.7579,Positive,0.1834,Positive,0.47065,Positive
1312,Pfizer,Healthcare,Principal scientist,2025-11-04,3.0,Learned a lot while was there how to do drug development properly,Red tape at every step,0.0,Neutral,0.0,Neutral,0.0,Neutral
1313,Roche,Healthcare,Principal data scientist,2025-05-19,5.0,"* Flexible Work Environment: Remote and hybrid options, adaptable hours. * Long-Term, Stable Projects: Engage in multi-year initiatives with clear roadmaps. * Research Freedom: Ample room for scientific exploration and hypothesis-driven work. * Growth Beyond Your Role: Opportunities to take on new challenges outside your core assignment. * Comprehensive Benefits: Excellent health, retirement, and wellness programs. * Generous Severance Package: Strong support in the event of organizational changes.",* Compensation Gap: Base salary and equity may trail top-tier tech firms. * Comfort-Zone Risk: Stability can breed complacency unless you proactively seek stretch assignments or new roles.,0.9892,Positive,-0.2732,Negative,0.358,Positive
1314,Roche,Healthcare,Director,2025-04-30,5.0,Given freedom to do my job. Well supported.,Sometimes change slow to occur.,0.8225,Positive,0.0,Neutral,0.41125,Positive
1315,Boston Scientific,Healthcare,Computer engineering,2025-09-15,4.0,Its pays the my bills,Its a massive multi level company,0.0,Neutral,0.0,Neutral,0.0,Neutral
1316,Johnson & Johnson,Healthcare,Sfa senior financial analyst,2025-10-22,4.0,"Competitive pay & benefits, non-toxic culture",It hurts your chances if you're not from FLDP,0.4404,Positive,-0.3182,Negative,0.061100000000000015,Positive
1317,Mayo Clinic,Healthcare,Statistical programmer,2025-10-15,5.0,"Work life balance, culture of growth and excellence, doing important work.",Pay is not competitive with private industry.,0.8176,Positive,-0.2306,Negative,0.2935,Positive
1318,Boston Scientific,Healthcare,Quality engineer 2,2025-07-16,4.0,Great people to collaborate with and very friendly. Excellent work life balance.,Promotions are not very clear and pay is on the lower side based on market standards.,0.9113,Positive,-0.6445,Negative,0.13340000000000002,Positive
1319,Roche,Healthcare,Delivery manager,2025-05-12,3.0,Flex Work Options Remote work,Micromanagement Hard to change the department without manager approval,0.0,Neutral,-0.4504,Negative,-0.2252,Negative
1320,GSK,Healthcare,Hr director,2025-06-02,5.0,Best-in-class!! This is a top notch employer in RTP,"With such a large company, it’s difficult to navigate and network at times.",0.3365,Positive,-0.3612,Negative,-0.01235,Neutral
1321,Pfizer,Healthcare,Senior associate scientist,2025-11-06,3.0,"Collaborative departments, able to learn lot. Good exposure in cooperate pharma","Takes long for promotions even you prove yourself, difficult to crack politics.",0.4404,Positive,-0.3612,Negative,0.039599999999999996,Neutral
1322,GSK,Healthcare,Mba intern,2025-09-30,4.0,Great culture and good company to work for,lack of incentives both monetary and advancement,0.7906,Positive,0.0,Neutral,0.3953,Positive
1323,Mayo Clinic,Healthcare,Data engineer,2025-10-27,3.0,"PTO, some remote positions, security","changes from valuing growing employees internally, valuing expertise in field and moving towards MBA focused leadership & strategies. Becoming like any other for-profit hospital",0.34,Positive,0.8625,Positive,0.6012500000000001,Positive
1324,GSK,Healthcare,Assoc. director,2025-07-15,5.0,"Good Benefits
Diverse Culture
Stability",Lack of Skilled Management in the Site Leadership,0.6705,Positive,-0.3182,Negative,0.17615,Positive
1325,Roche,Healthcare,Senior software engineering manager,2025-05-22,3.0,Great mission and impact in the healthcare space. Intelligent and mission-driven peers in technical and scientific roles. Good benefits and work-life balance in most departments.,"Leadership often feels disconnected from the realities on the ground, especially in software and digital health teams. Decision-making is bureaucratic and risk-averse, which slows down innovation. Engineering culture lacks the agility and modern practices found in comparable companies. Promotions and recognition heavily favor tenure and politics over impact and initiative. Cross-functional alignment is poor — silos between business, product, and engineering make collaboration frustrating.",0.9118,Positive,-0.1779,Negative,0.36695,Positive
1326,Mayo Clinic,Healthcare,Clinical dietitian,2025-08-30,1.0,Nice hospital Good benefits Respect for dietitians,"Terrible management - plays favorites, lack of mentoring/coaching and appreciation/recognition for employees Lack of work life balance Micromanagement/lack of trust for employees",0.886,Positive,0.1027,Positive,0.49435,Positive
1327,Johnson & Johnson,Healthcare,Operations manager,2025-09-13,4.0,They hybrid environment provides a great place to work and have work-life balance,It’s harder to get promoted because of the matrixes environment,0.6249,Positive,0.4215,Positive,0.5232,Positive
1328,Boston Scientific,Healthcare,Clinical specialist,2025-09-25,3.0,"Flexibility, autonomy, Mangement did not micromanage","Communication about direction of the business was lacking, inconsistent messaging from senior leadership.",0.34,Positive,0.0,Neutral,0.17,Positive
1329,Johnson & Johnson,Healthcare,Senior clinical account specialist,2025-11-03,5.0,"Stable position
Good benefits
Decent hours
Good leadership",Work hours vary highly depending on region with little pay adjustment,0.8625,Positive,-0.0276,Neutral,0.41745000000000004,Positive
1330,Mayo Clinic,Healthcare,Statistical programmer,2025-10-15,5.0,"Work life balance, culture of growth and excellence, doing important work.",Pay is not competitive with private industry.,0.8176,Positive,-0.2306,Negative,0.2935,Positive
1331,Boston Scientific,Healthcare,Co-op,2025-10-16,5.0,nice people to work with,"busy, is stress at times",0.4215,Positive,-0.4215,Negative,0.0,Neutral
1332,Roche,Healthcare,Sales,2025-03-25,5.0,Great people to work with,I have no cons to mention,0.6249,Positive,-0.296,Negative,0.16445,Positive
1333,Boston Scientific,Healthcare,Pre-authorization specialist,2025-06-26,2.0,Close to home and colleagues are friendly.,"Favoritism, no promotions, low pay, management is very condescending, too much micromanagement , and no room for growth.",0.4939,Positive,0.0808,Positive,0.28735,Positive
1334,GSK,Healthcare,"Senior director, procurement",2025-03-31,5.0,Business partners are super collaborative and great to work with.,It can sometimes be challenging to work in such a complex organization.,0.8402,Positive,0.1531,Positive,0.49665,Positive
1335,Pfizer,Healthcare,Anonymous employee,2025-05-09,2.0,If you have a good manager it can be great. You can jump from role to role easily if they like you.,"- Pfizer’s acquisition of Seagen destroyed the great culture we had in Bothell. - Pfizer’s culture is a popularity contest, especially in the New York scene. They admit as much in department meetings. They'll keep bringing back people they laid off if they like them, despite incompetence or job qualifications. - I've never had a more toxic manager or experience than at Pfizer. If the manager doesn't like you or doesn't want to hear your ideas, the accepted culture is to quiet fire people until they leave. (So I left, rather than be treated like garbage.) - They want robots to follow orders, no creative or innovative ideas welcome. They hide their true intentions under a disguise of being collaborative. - toxic leadership is encouraged to be as such and defended by HR",0.8979,Positive,0.8947,Positive,0.8963000000000001,Positive
1336,Pfizer,Healthcare,Anonymous employee,2025-08-08,4.0,Salary and benefits were good and a good manager can make or break you anywhere.,Survived many many layoffs throughout the company which leads to overall anxiety in the various groups I worked in. A new acquisition was equated with a new series of layoffs. Saw many very good employees with a wealth of experience let go.,0.8126,Positive,0.8399,Positive,0.8262499999999999,Positive
1337,GSK,Healthcare,Regulatory manager,2024-09-14,3.0,"Decent benefits, similar to most large pharma. Lots of folks with great experience hybrid model 2 day on-site, site attendance reports sent to managers Lots of opportunity to learn since there is plenty of work and product experience internally Have seen people get promoted internally Recognition money awards for doing great work",things move at lightning speed with not enough resources and too many initiatives politics on remote work (some people got remote work accepted post-pandemic and others didn't who had similar reasons) some LT does not understand the complexity of workloads since they are delegating tasks and not doing the actual work,0.9607,Positive,0.2732,Positive,0.61695,Positive
1338,GSK,Healthcare,Senior scientist i,2025-04-18,4.0,Big company with lots of experts,Things take a lot of time,0.0,Neutral,0.0,Neutral,0.0,Neutral
1339,Roche,Healthcare,Quality assurance specialist,2025-08-05,4.0,"Some depts are good, some bad, depends on the workforce",No effort to grow lower levels like line workers,-0.1531,Negative,-0.2263,Negative,-0.1897,Negative
1340,Johnson & Johnson,Healthcare,Frm,2025-10-27,4.0,-- lots to learn -- growing portfolio,-- lots of systems getting improved -- leadership comes from sales,0.1779,Positive,0.4767,Positive,0.32730000000000004,Positive
1341,Johnson & Johnson,Healthcare,Snr analyst,2025-10-27,5.0,"company benefits are incredible, culture of people very very welcoming and talented. everyone always willing to lend a helping hand, minimal politics",not as competitive in salary,0.9329,Positive,-0.1326,Negative,0.40015,Positive
1342,Boston Scientific,Healthcare,Senior manager quality,2025-05-19,5.0,"Great company and leadership, innovative","White male privilege, hard for women and even harder for persons of color to advance career. DE&I program don’t do anything to help",0.7906,Positive,0.5859,Positive,0.68825,Positive
1343,Pfizer,Healthcare,Senior regulartory associate,2025-08-03,4.0,"Flexible, not stressful, great benefits.","Layoffs every 2 years, not much room for advancement",-0.2206,Negative,0.0,Neutral,-0.1103,Negative
1344,Roche,Healthcare,Applications engineer,2025-08-10,4.0,"Work from Home, so you can make your own schedule and work load when necessary.","When no work is available or needed, its fawned upon to be home doing administration work. You should call you RSM to see who needs help and travel out of your territory to do their work.",0.0,Neutral,0.128,Positive,0.064,Positive
1345,Boston Scientific,Healthcare,Design quality engineer ii,2025-06-07,5.0,20 days PTO to start with unlimited sick time in MN ESPP with 15% discount,"There's a culture of must listen to your seniors, and giving any sort of push back can be held against you",-0.5106,Negative,0.34,Positive,-0.08530000000000001,Negative
1346,GSK,Healthcare,Director,2025-06-05,4.0,Benefits were good. Great people struggling to do their best in a challenging environment.,"Low to medium salary, somewhat toxic environment.",0.9118,Positive,-0.2732,Negative,0.31930000000000003,Positive
1347,Johnson & Johnson,Healthcare,Operations manager,2025-11-12,1.0,Global company. Multi City company,"J&J has in its CREDO that one of its responsibilities is with the employees. It says “They must have a sense of security, fulfillment and purpose in their jobs... We must support the health and well-being of our employees and help them fulfill their family and other personal responsibilities. Nothing farther from the true!! It’s a lie. After 15 years with J&J and been a single mother I was impacted by a “restructuring” and lost my job. After having Exceed in more than one consecutive year on the performance review I cannot even get thru screening on roles at the same level as I was (manager) even though I have related experiences. It is hurtful that the company you loved and dedicated years of life see you as just a number and get rid of you without caring…not even a little. Unbelievable. I feel betrayed and fooled.",0.0,Neutral,0.8588,Positive,0.4294,Positive
1348,GSK,Healthcare,Sales representative,2025-03-18,4.0,Excellent pay and bonus. Very good company culture that that’s committed to helping each other.,The division I was in was way too fragmented. You felt like the entire business unit was going in 15 different directions at once.,0.923,Positive,0.3612,Positive,0.6421,Positive
1349,Mayo Clinic,Healthcare,Research technologist,2025-02-05,3.0,"Decent Pay, Average benefits, Convenient for medical appointments, if you can find one of the few good PIs it's much more bearable.","no room for growth, HR is a nightmare and treats you like you are being accused if you bring something to them. Like if you ask for help or bring a situation to their attention their first step is to try and silence you through threats and ignore the problem. It's clear that productivity second to publicity in all aspects of the science being done. They exploit foreign workers for cheap labor in exchange for an empty experience that looks good on paper, but is a waste of time in reality. Science is treated as a lower class of worker to the healthcare side, and it's clear the only purpose of science according to leadership at mayo is to generate headlines, and receive donations from well meaning but ignorant people. The culture of ""Mayo is the best at everything"" gets creepy when you are working in an area that Mayo is clearly not very good at. Feels very Orwellian in combination with HR being so aggressive.",0.6249,Positive,0.4101,Positive,0.5175000000000001,Positive
1350,Pfizer,Healthcare,Anonymous employee,2025-10-24,4.0,Smart coworkers and not crazy hours depending on the team,Very corporate hierarchy following and slow career growth,0.577,Positive,0.3818,Positive,0.47939999999999994,Positive
1351,GSK,Healthcare,Software engineer,2025-09-25,4.0,"Deadlines are reasonable, good colleagues, hybrid work schedule",Cafeteria is meh. Upper Providence is a little far from Philadelphia so commute is a bit annoying if you don't live near the site.,0.4404,Positive,-0.4588,Negative,-0.009199999999999986,Neutral
1352,Boston Scientific,Healthcare,Clinical specialist,2025-08-05,4.0,"Initial training was fantastic. Great, life changing products. Reasonable expectations and managers. Awesome benefits and PTO.",Management is cliquey and not at a certain point you have to leave the company if you want to find advancement.,0.9371,Positive,-0.1813,Negative,0.3779,Positive
1353,GSK,Healthcare,Software engineer,2025-09-25,4.0,"Deadlines are reasonable, good colleagues, hybrid work schedule",Cafeteria is meh. Upper Providence is a little far from Philadelphia so commute is a bit annoying if you don't live near the site.,0.4404,Positive,-0.4588,Negative,-0.009199999999999986,Neutral
1354,GSK,Healthcare,Deviation investigation writer,2025-03-18,5.0,Room for development and advancement,Limited support from management to address corrective actions,0.0,Neutral,0.2023,Positive,0.10115,Positive
1355,Pfizer,Healthcare,Anonymous employee,2025-09-03,1.0,"Good benefits, nice office amenities","Poor forecasting, many rounds of layoffs, stagnant salary, no room for upward growth",0.8074,Positive,-0.4019,Negative,0.20275,Positive
1356,Johnson & Johnson,Healthcare,Senior r&d engineer,2025-10-16,3.0,"Great company Great benefits, A lot of resources available","Career growth super slow, promotion process takes forever",0.8957,Positive,0.7579,Positive,0.8268,Positive
1357,GSK,Healthcare,Senior director,2025-07-27,2.0,Good International exposure and opportunity to move around into different roles,I was treated absolutely horribly through an HR process at the end of my time there and ultimately decided to leave. They use the typical line that everything is being done equitably but everyone knows that it is not. I even made a complaint to HR and ultimately nothing was done. I decided to leave the company after that and it was the best decision I ever made. They really don’t treat their people well when it comes to HR processes.,0.6908,Positive,0.8347,Positive,0.76275,Positive
